Date,Machine_ID,Shift,Temperature,Voltage,Total_Units,Defect_Units
2025-06-15,M-102 (Etch),Day,66.10283177620694,218.3376307021814,616.0,12
2025-10-06,M-104 (Press),Day,80.00061664100285,219.17902727372294,754.0,90
2025-02-02,M-101 (Drill),Day,61.86509263671725,219.12138510248113,621.0,12
2025-11-02,M-101 (Drill),Night,67.18272131271146,224.37572304308776,946.0,18
2025-11-24,M-101 (Drill),Day,53.72647056226705,226.31525058605848,518.0,10
2025-05-12,M-101 (Drill),Day,52.825759550023164,210.746426449361,642.0,12
2025-09-19,M-105 (Finish),Day,56.03060708222088,221.50907276501263,703.0,14
2025-10-06,M-101 (Drill),Night,73.64290994826227,215.5747689741323,512.0,10
2025-01-04,M-104 (Press),Day,53.63321198553297,221.90762831174985,969.0,19
2025-07-13,M-101 (Drill),Day,63.328553434734125,220.86446892821778,539.0,10
2025-02-22,M-102 (Etch),Night,61.09509759241971,228.17390507670453,626.0,43
2025-08-17,M-101 (Drill),Day,73.51150775790232,223.47972955934404,710.0,14
2025-02-10,M-102 (Etch),Night,70.88695689802299,219.95888105221601,775.0,54
2025-10-12,M-101 (Drill),Night,55.06770766170227,221.14634825345,627.0,12
2025-04-18,M-103 (Layer),Day,65.15345850683012,221.5078720710694,511.0,10
2025-08-24,M-104 (Press),Day,61.41530358704009,217.5395236924601,719.0,14
2025-04-09,M-103 (Layer),Day,51.3750621794266,211.36611841125008,523.0,10
2025-01-23,M-105 (Finish),Day,65.5766039271179,217.91338673792734,575.0,11
2025-12-08,M-105 (Finish),Night,65.25213521636908,219.0790043446979,960.0,19
2025-12-14,M-105 (Finish),Day,58.926968316870905,215.60767121554375,503.0,10
2025-08-11,M-103 (Layer),Night,50.027376543875086,217.82890557561075,683.0,13
2025-03-07,M-104 (Press),Day,53.81257744496553,225.43286750316975,883.0,17
2025-05-21,M-101 (Drill),Day,70.35857346649908,216.41076240319435,763.0,15
2025-09-23,M-105 (Finish),Day,72.05390930589896,214.86539787774018,519.0,10
2025-07-20,M-101 (Drill),Night,68.26933770569931,219.44739366945373,969.0,19
2025-09-19,M-101 (Drill),Night,65.47200839178069,220.9504578550511,703.0,14
2025-06-20,M-103 (Layer),Night,70.01864405457289,221.59489016714963,762.0,15
2025-06-21,M-105 (Finish),Day,70.2048832981955,209.37340932359515,739.0,36
2025-08-22,M-104 (Press),Day,81.0592841765195,221.5923457374342,789.0,94
2025-05-03,M-103 (Layer),Night,71.87120617381858,218.04203404694672,969.0,19
2025-06-05,M-105 (Finish),Night,80.75640473484611,219.92390505454975,814.0,97
2025-09-24,M-105 (Finish),Night,71.92043600109052,218.32770351021446,999.0,19
2025-04-29,M-104 (Press),Night,61.02675230160443,208.26183072448364,508.0,25
2025-03-24,M-103 (Layer),Day,80.92807588435083,216.2679924483558,750.0,90
2025-03-20,M-104 (Press),Day,51.89429648954916,216.0796491432148,602.0,12
2025-11-23,M-104 (Press),Night,68.63862318363867,217.87878168727195,725.0,14
2025-10-15,M-103 (Layer),Night,68.08123227562558,215.68905178821208,536.0,10
2025-02-18,M-105 (Finish),Day,67.85868350536158,212.24163407178622,798.0,15
2025-11-12,M-102 (Etch),Day,63.0332371960291,220.95684299891846,826.0,16
2025-07-06,M-104 (Press),Day,54.36467369398738,226.23701912857896,635.0,12
2025-10-16,M-101 (Drill),Day,67.93234334514372,212.84329749975342,810.0,16
2025-11-20,M-103 (Layer),Night,53.637074657965115,219.7742556614799,540.0,10
2025-08-28,M-101 (Drill),Night,55.76584135669168,210.03649353195965,504.0,10
2025-06-05,M-105 (Finish),Day,50.239312123983034,220.88180722822847,587.0,11
2025-05-07,M-102 (Etch),Night,51.793788684411155,216.03022787343136,860.0,60
2025-01-22,M-105 (Finish),Night,74.90208934623057,224.33484386857904,977.0,19
2025-12-16,M-101 (Drill),Day,77.37466988056619,227.0885588230599,906.0,18
2025-08-31,M-101 (Drill),Night,61.201005408038,217.70688273546168,526.0,10
2025-07-29,M-103 (Layer),Night,50.321285092831495,217.12449035718882,940.0,18
2025-07-06,M-102 (Etch),Night,59.98473941429471,220.08138347784188,937.0,65
2025-03-29,M-102 (Etch),Day,62.37578672153958,224.00220564764044,606.0,12
2025-04-30,M-105 (Finish),Day,67.61236658684106,218.23222218604386,577.0,11
2025-06-02,M-102 (Etch),Night,70.3344676154193,211.27356854109723,912.0,63
2025-06-28,M-104 (Press),Day,65.51913365528696,219.6521032071229,688.0,13
2025-11-24,M-104 (Press),Day,64.65486461677023,223.7921417469658,924.0,18
2025-09-01,M-102 (Etch),Day,63.324484301446965,221.60929670241276,845.0,16
2025-11-18,M-101 (Drill),Night,59.71357581098453,221.65536186582216,986.0,19
2025-05-14,M-102 (Etch),Night,59.550065886982985,225.79916765005035,992.0,69
2025-12-22,M-101 (Drill),Night,60.64875038636541,226.73964429772,989.0,19
2025-12-15,M-104 (Press),Night,73.14082756553586,215.78890250229816,995.0,19
2025-03-04,M-105 (Finish),Night,59.61472829208836,215.9702789683478,713.0,14
2025-05-14,M-101 (Drill),Day,61.051083945356176,219.25722770074404,903.0,18
2025-10-17,M-101 (Drill),Night,62.399605318690156,220.81776953579336,788.0,15
2025-09-20,M-104 (Press),Night,71.16161432682895,218.50879840632186,901.0,18
2025-03-23,M-102 (Etch),Day,53.92757664317945,217.4954836781243,744.0,14
2025-04-18,M-105 (Finish),Night,66.6194525187194,219.09732921990505,576.0,11
2025-10-06,M-103 (Layer),Night,55.9058656653145,222.0311938279785,856.0,17
2025-05-23,M-105 (Finish),Day,49.858949945489464,216.1917799668682,891.0,17
2025-06-28,M-103 (Layer),Night,67.28519514701152,225.2676138798446,843.0,16
2025-10-17,M-102 (Etch),Night,52.11472359137607,221.23485864086328,743.0,52
2025-09-04,M-103 (Layer),Day,64.88172744834357,225.93214255226835,982.0,19
2025-07-15,M-104 (Press),Night,73.92631470206027,217.212336590991,856.0,17
2025-07-30,M-103 (Layer),Night,80.10150602376969,214.41257946094194,837.0,100
2025-11-28,M-104 (Press),Night,65.8968443229111,218.08738087916956,586.0,11
2025-08-20,M-102 (Etch),Day,63.976169567589544,221.21521381000204,655.0,13
2025-12-17,M-104 (Press),Day,70.09098106101351,225.03049635698494,733.0,14
2025-06-12,M-103 (Layer),Day,68.20197232156478,220.44511359949183,752.0,15
2025-05-22,M-103 (Layer),Night,67.97781394512941,226.21149463083788,941.0,18
2025-05-12,M-103 (Layer),Day,73.52475447246756,224.83138457623997,822.0,16
2025-02-25,M-105 (Finish),Night,26.46860979576151,225.1882426212147,513.0,10
2025-11-15,M-104 (Press),Day,75.67256839158067,220.5040287095222,850.0,17
2025-08-01,M-103 (Layer),Day,59.48802340449981,214.5547577442189,608.0,12
2025-10-14,M-103 (Layer),Night,76.00948706772405,215.69318738562166,564.0,11
2025-03-31,M-105 (Finish),Night,61.70170524362064,219.31742362375144,660.0,13
2025-12-16,M-102 (Etch),Day,75.49800795061763,224.48515479459786,787.0,15
2025-01-23,M-105 (Finish),Day,77.69157151745738,216.34193660049306,719.0,14
2025-10-11,M-101 (Drill),Day,65.2075675373489,216.6997252848051,893.0,17
2025-02-15,M-104 (Press),Night,60.44358775548522,212.1156298102818,947.0,18
2025-10-27,M-102 (Etch),Night,66.83588791005914,229.55553175720812,723.0,50
2025-06-16,M-103 (Layer),Night,57.26995638301432,221.4108794093669,670.0,13
2025-05-02,M-103 (Layer),Day,68.81072735707808,221.06490092468306,958.0,19
2025-05-29,M-101 (Drill),Day,64.28676901833683,218.54610452985702,915.0,18
2025-09-07,M-103 (Layer),Night,68.58916074399306,222.34637657833255,922.0,18
2025-08-22,M-103 (Layer),Day,67.45662083181034,230.0824929409076,779.0,15
2025-03-26,M-102 (Etch),Day,73.25493948234099,210.4912053702832,675.0,13
2025-06-12,M-105 (Finish),Day,61.60874799851058,224.57765228339906,627.0,12
2025-10-09,M-103 (Layer),Day,54.497725842215644,218.91468491760713,978.0,19
2025-02-01,M-105 (Finish),Day,53.330586486883135,222.4550672658618,676.0,13
2025-08-28,M-101 (Drill),Night,76.32409936835819,224.8787153779666,953.0,19
2025-11-25,M-103 (Layer),Day,85.2239103733676,222.62048290078218,999.0,119
2025-07-05,M-104 (Press),Day,57.43086576578642,220.6453640931908,668.0,13
2025-02-14,M-103 (Layer),Night,65.6082374394648,226.08188815282188,944.0,18
2025-11-21,M-101 (Drill),Night,64.30921267681737,212.90511190269015,994.0,19
2025-12-26,M-104 (Press),Night,58.575620019816974,221.77687801190476,684.0,13
2025-07-28,M-103 (Layer),Night,60.65606198380135,224.83279008280044,724.0,14
2025-07-14,M-105 (Finish),Day,62.97307831530326,218.39897314059067,598.0,11
2025-01-27,M-101 (Drill),Day,63.52123407215069,223.63289726424287,841.0,16
2025-08-20,M-103 (Layer),Day,55.10012865549272,219.4267736576806,771.0,15
2025-10-17,M-103 (Layer),Night,45.898585694479465,222.27418714688542,691.0,13
2025-06-01,M-103 (Layer),Day,63.252435983068914,232.4736983028662,552.0,11
2025-08-03,M-102 (Etch),Night,55.26533554484216,221.51520406667387,905.0,63
2025-12-15,M-101 (Drill),Night,75.39100095180595,209.8658303080466,735.0,36
2025-03-24,M-105 (Finish),Night,60.66149488730653,217.6494246582225,699.0,13
2025-06-22,M-102 (Etch),Night,61.34586204323378,213.6769382990495,558.0,39
2025-03-27,M-105 (Finish),Night,58.62027987611005,205.03549854016123,973.0,48
2025-08-25,M-105 (Finish),Day,56.06744014824607,215.68136024579215,738.0,14
2025-09-28,M-102 (Etch),Day,52.29225584024481,219.50063173754583,649.0,12
2025-11-19,M-104 (Press),Night,60.805245085259365,222.4831042748463,964.0,19
2025-09-02,M-101 (Drill),Day,76.2525217668717,219.5153715210327,764.0,15
2025-01-19,M-105 (Finish),Night,58.69732356029645,222.3123680118788,954.0,19
2025-02-03,M-103 (Layer),Night,63.87464667022952,222.43491470459614,770.0,15
2025-12-13,M-101 (Drill),Night,64.86500983724468,222.132973288115,577.0,11
2025-07-12,M-105 (Finish),Day,62.52830190925441,218.31014691099824,960.0,19
2025-05-17,M-105 (Finish),Day,64.67859356743463,214.71512416720995,555.0,11
2025-03-27,M-105 (Finish),Day,72.4895209139315,220.956480202691,830.0,16
2025-03-07,M-103 (Layer),Night,65.42512904206389,220.1939963983058,914.0,18
2025-07-02,M-102 (Etch),Day,60.660358483611176,228.72693269292606,1000.0,20
2025-12-27,M-104 (Press),Night,52.96203914558704,218.2222384814875,654.0,13
2025-04-29,M-103 (Layer),Day,81.33002801799215,226.05231082768398,550.0,66
2025-09-08,M-103 (Layer),Night,77.61100682418297,225.4291104669012,920.0,18
2025-02-26,M-101 (Drill),Night,80.2463346953964,219.68483346880544,604.0,72
2025-01-02,M-105 (Finish),Day,80.28250063520562,220.81564093922344,987.0,118
2025-08-19,M-104 (Press),Day,53.75348072543969,219.54221934233775,529.0,10
2025-01-17,M-104 (Press),Night,74.03513732775862,229.00906988550096,881.0,17
2025-09-30,M-102 (Etch),Night,65.69561180836463,216.96010054846414,716.0,50
2025-12-02,M-102 (Etch),Night,88.63339168470917,223.25183834114802,873.0,148
2025-01-17,M-105 (Finish),Day,72.83464645187608,218.87009655617553,580.0,11
2025-07-04,M-104 (Press),Night,75.73690889634779,218.17591418813058,778.0,15
2025-06-20,M-104 (Press),Night,56.91174152220746,217.80972211926712,661.0,13
2025-03-28,M-102 (Etch),Night,53.352115384078864,215.98540807559314,905.0,63
2025-12-03,M-101 (Drill),Night,67.15780246136727,224.54237459956022,842.0,16
2025-07-17,M-104 (Press),Night,46.973705127310225,218.53860671357603,993.0,19
2025-04-18,M-105 (Finish),Day,61.62758903372802,215.4242648646512,668.0,13
2025-01-26,M-101 (Drill),Day,72.06169038084577,213.34975179671656,627.0,12
2025-03-17,M-101 (Drill),Night,71.81283158152677,213.81338660452298,922.0,18
2025-08-30,M-101 (Drill),Day,78.12841194732374,228.3883807752947,751.0,15
2025-05-15,M-102 (Etch),Day,79.44116978306866,216.69747175260864,967.0,19
2025-01-14,M-105 (Finish),Night,69.17762525279066,226.15803437407064,691.0,13
2025-10-28,M-102 (Etch),Night,69.47182824478082,226.16691767291132,626.0,43
2025-07-19,M-101 (Drill),Day,51.172461130372504,226.90053476128182,750.0,15
2025-10-25,M-105 (Finish),Night,82.74280251827223,223.7916172313006,649.0,77
2025-07-14,M-103 (Layer),Day,63.19353306100321,224.4068733192174,547.0,10
2025-02-18,M-101 (Drill),Night,49.80867974595483,217.29775102634053,915.0,18
2025-01-23,M-104 (Press),Day,74.86227524438858,221.73995167815139,561.0,11
2025-10-04,M-103 (Layer),Day,80.63495935461935,227.7801152655298,511.0,61
2025-06-26,M-101 (Drill),Day,62.67923789691719,220.34025149980803,859.0,17
2025-09-26,M-103 (Layer),Day,56.31711575337255,227.18106551839603,524.0,10
2025-12-15,M-102 (Etch),Day,63.83615909307668,220.97994152032797,563.0,11
2025-01-23,M-101 (Drill),Day,70.77560656602562,226.21020201138498,623.0,12
2025-11-29,M-101 (Drill),Night,61.614183986428564,215.4242501490722,838.0,16
2025-07-09,M-103 (Layer),Day,69.07218949819489,231.5917777429223,706.0,14
2025-12-15,M-104 (Press),Day,37.892007572500745,226.1531802319831,612.0,12
2025-06-21,M-105 (Finish),Day,80.18613202145119,227.30746146704755,960.0,115
2025-12-18,M-103 (Layer),Night,66.88182913840495,219.49342403641435,830.0,16
2025-05-22,M-102 (Etch),Night,71.77586828242498,211.96339861445017,767.0,53
2025-02-13,M-101 (Drill),Day,50.65453167581816,221.9195306285249,584.0,11
2025-06-13,M-102 (Etch),Night,71.55434145051285,213.92063824210135,700.0,49
2025-10-23,M-102 (Etch),Day,61.50835702753715,216.4801465283354,961.0,19
2025-07-12,M-105 (Finish),Day,63.49316586430597,221.9605882228711,576.0,11
2025-03-30,M-104 (Press),Day,67.83770414034001,218.73541121693708,766.0,15
2025-04-03,M-103 (Layer),Night,90.0503230628896,219.07965519326706,948.0,113
2025-12-10,M-105 (Finish),Day,81.59577716456819,215.71082190552607,524.0,62
2025-10-24,M-103 (Layer),Night,60.69638600223691,218.49746566052707,726.0,14
2025-09-29,M-102 (Etch),Day,55.784558557065694,223.8076389037157,780.0,15
2025-11-30,M-103 (Layer),Day,84.85466242578089,222.33670398192987,522.0,62
2025-06-22,M-104 (Press),Day,76.71488578670564,223.51751706808304,802.0,16
2025-11-28,M-104 (Press),Day,53.10383378613715,216.05527642769442,758.0,15
2025-03-13,M-105 (Finish),Night,52.01924748432429,217.7718123764135,823.0,16
2025-07-02,M-103 (Layer),Night,70.44068279541668,215.4443525435301,889.0,17
2025-05-18,M-101 (Drill),Night,64.81738552896162,211.52264967314704,719.0,14
2025-09-08,M-101 (Drill),Day,74.52853640838353,222.12472189211107,605.0,12
2025-08-05,M-101 (Drill),Day,65.71588288574554,216.64893112137784,574.0,11
2025-05-29,M-105 (Finish),Night,65.62167782950883,221.9646105597765,728.0,14
2025-01-03,M-103 (Layer),Day,58.532364916618,220.07984389238237,719.0,14
2025-09-22,M-104 (Press),Night,45.82811383951847,216.81350332225162,872.0,17
2025-12-22,M-103 (Layer),Night,68.71233509230056,208.1732532520676,648.0,32
2025-02-12,M-102 (Etch),Night,62.784511721829794,223.43530868076166,985.0,68
2025-04-11,M-101 (Drill),Night,52.88351256989533,222.67298400076143,952.0,19
2025-11-15,M-105 (Finish),Night,61.181059907572,225.56500307642384,700.0,14
2025-07-16,M-101 (Drill),Day,79.01623511790545,225.61214045265504,762.0,15
2025-03-20,M-103 (Layer),Night,52.65728888338258,230.44009653873022,820.0,16
2025-07-02,M-103 (Layer),Night,58.11904626227051,218.92697731797753,862.0,17
2025-08-22,M-105 (Finish),Night,61.908326379939716,218.4940400158176,711.0,14
2025-08-07,M-105 (Finish),Day,68.3405149020528,223.0515640148732,663.0,13
2025-12-07,M-105 (Finish),Night,57.939821396058846,227.0245166541312,713.0,14
2025-08-02,M-103 (Layer),Day,72.49001052908388,214.3526219389404,766.0,15
2025-01-20,M-104 (Press),Night,63.0402541761908,217.9471302493795,747.0,14
2025-10-16,M-102 (Etch),Day,59.39118480557065,216.5531193060706,679.0,13
2025-08-27,M-101 (Drill),Day,66.9284109392646,213.83641330891336,868.0,17
2025-07-14,M-104 (Press),Day,65.09100913810902,224.54134832393154,903.0,18
2025-02-01,M-104 (Press),Night,70.0658949275934,224.58828705845016,891.0,17
2025-08-10,M-105 (Finish),Night,68.33178458237812,214.91999321643868,766.0,15
2025-11-08,M-103 (Layer),Day,73.46104960729883,222.4419166832574,775.0,15
2025-03-05,M-101 (Drill),Day,40.054576190011026,214.2254873649904,705.0,14
2025-05-01,M-103 (Layer),Day,73.86350859549597,227.44375243224638,523.0,10
2025-11-24,M-104 (Press),Night,71.49804206815111,213.24212391387528,774.0,15
2025-02-10,M-103 (Layer),Night,59.93066329452338,215.89895713575706,663.0,13
2025-01-10,M-101 (Drill),Day,75.01426542765194,219.62301394080652,920.0,18
2025-12-07,M-102 (Etch),Day,86.62649408689958,220.22941246644706,552.0,66
2025-12-26,M-102 (Etch),Day,66.85082772678179,215.79161249116288,967.0,19
2025-03-25,M-103 (Layer),Day,74.64908550398901,223.9314638520491,894.0,17
2025-07-10,M-105 (Finish),Night,60.71388285534175,217.5441446509485,623.0,12
2025-11-06,M-102 (Etch),Night,68.51887569383786,222.28690068891598,980.0,68
2025-01-31,M-105 (Finish),Day,62.45425545940754,222.30759733311143,699.0,13
2025-01-28,M-104 (Press),Day,84.78406701838276,217.7981158400204,,81
2025-10-08,M-104 (Press),Night,70.06072899662419,227.24705316108114,951.0,19
2025-06-28,M-102 (Etch),Day,70.86605758612532,223.3560599152382,595.0,11
2025-03-06,M-101 (Drill),Night,62.69067943408253,221.9784977543763,851.0,17
2025-08-01,M-101 (Drill),Day,51.09311794357312,222.7766063970688,883.0,17
2025-05-13,M-104 (Press),Night,59.202502929761415,216.0147155467059,528.0,10
2025-04-16,M-105 (Finish),Day,65.59256895611965,217.5071146284366,828.0,16
2025-04-16,M-105 (Finish),Day,58.41299097674028,221.63066023810183,753.0,15
2025-12-07,M-103 (Layer),Night,65.74656600503623,212.76372968938725,604.0,12
2025-12-14,M-105 (Finish),Night,60.31161379982822,222.78771900705732,826.0,16
2025-03-24,M-103 (Layer),Night,62.49951852385788,219.89596744652388,671.0,13
2025-02-13,M-104 (Press),Day,60.347895489455624,211.23300166929073,730.0,14
2025-03-14,M-105 (Finish),Day,70.98868474622415,223.8969543864678,835.0,16
2025-02-05,M-101 (Drill),Day,62.95126683652378,221.32363912595994,830.0,16
2025-09-15,M-102 (Etch),Night,75.90632424824996,221.34190978871487,536.0,37
2025-01-30,M-104 (Press),Night,67.89552461942309,216.29424975923547,772.0,15
2025-03-28,M-104 (Press),Night,79.39300898120705,213.3711397895591,528.0,10
2025-01-23,M-104 (Press),Night,73.63033164052916,220.23453287113819,900.0,18
2025-08-12,M-102 (Etch),Night,68.32645093302779,212.45246945875115,872.0,61
2025-01-31,M-104 (Press),Night,81.13757861500918,215.71640267963687,847.0,101
2025-01-14,M-105 (Finish),Night,65.39428870104501,227.63338216548533,757.0,15
2025-02-23,M-105 (Finish),Night,71.44567890112164,221.95664705336299,783.0,15
2025-03-17,M-101 (Drill),Night,72.72824420764222,223.07313084422842,719.0,14
2025-12-04,M-103 (Layer),Night,69.38674807969977,225.57377807561943,514.0,10
2025-04-19,M-101 (Drill),Day,60.505048247322335,217.93508447925646,638.0,12
2025-06-13,M-105 (Finish),Night,54.20917644567559,213.50647921903422,586.0,11
2025-05-09,M-103 (Layer),Day,65.39530931066962,224.19048702359245,885.0,17
2025-04-30,M-103 (Layer),Day,80.85935211399698,214.77760943900412,649.0,77
2025-10-23,M-103 (Layer),Day,51.50950540210584,218.9014515950589,832.0,16
2025-08-08,M-101 (Drill),Night,86.31304322042345,220.77516528555321,940.0,112
2025-03-11,M-105 (Finish),Night,61.506726051834825,226.82357258513892,692.0,13
2025-08-20,M-101 (Drill),Night,70.08334899484586,224.3938652693049,923.0,18
2025-12-28,M-105 (Finish),Day,65.46160931668867,222.1283515178817,849.0,16
2025-09-30,M-103 (Layer),Night,64.85728912482405,224.64760650800173,834.0,16
2025-06-03,M-102 (Etch),Night,59.68383577169158,217.46767991567066,664.0,46
2025-12-05,M-105 (Finish),Day,64.45444210076808,226.26067055700037,767.0,15
2025-06-23,M-104 (Press),Night,78.69207460181262,219.28543986608045,787.0,15
2025-10-02,M-105 (Finish),Night,49.72269157707407,223.00490549065816,934.0,18
2025-11-15,M-101 (Drill),Night,77.51389190005763,227.9062380555533,774.0,15
2025-01-29,M-105 (Finish),Day,72.09427270870655,219.90958573134566,524.0,10
2025-12-20,M-104 (Press),Night,71.52856730785041,222.58601689658485,791.0,15
2025-02-18,M-101 (Drill),Day,67.82575689913821,226.6131519426398,509.0,10
2025-10-16,M-101 (Drill),Day,57.17924891336998,224.09952308373877,625.0,12
2025-11-29,M-102 (Etch),Day,67.90270148135035,222.67455397559647,577.0,11
2025-07-29,M-102 (Etch),Night,63.455067472951356,219.47864512941604,894.0,62
2025-05-09,M-102 (Etch),Night,78.88867608524993,218.4348187760829,770.0,53
2025-01-08,M-104 (Press),Day,75.32720054149189,219.82589091334324,657.0,13
2025-12-04,M-101 (Drill),Day,75.15872732409673,221.35278591688967,523.0,10
2025-11-16,M-103 (Layer),Day,71.66734496621164,217.31558008510981,544.0,10
2025-08-14,M-103 (Layer),Day,65.67742869871621,226.91660193430786,889.0,17
2025-09-02,M-103 (Layer),Day,62.32460037735895,221.18491087945685,967.0,19
2025-05-05,M-101 (Drill),Day,67.81309271269056,211.4348801197634,644.0,12
2025-06-15,M-102 (Etch),Day,50.75589335595596,226.60038521054256,822.0,16
2025-12-09,M-105 (Finish),Day,85.23801487824493,234.05174119201854,715.0,85
2025-01-27,M-104 (Press),Day,64.42633279317535,216.79133065311558,959.0,19
2025-09-28,M-101 (Drill),Day,56.96117609224795,220.71424908866808,926.0,18
2025-02-03,M-103 (Layer),Night,62.79903010002934,222.4810384662783,689.0,13
2025-12-31,M-104 (Press),Night,74.50055452939887,220.56598495842007,709.0,14
2025-04-05,M-101 (Drill),Night,34.67625963103714,232.43470685498093,551.0,11
2025-07-22,M-102 (Etch),Day,68.23749760209552,215.87955800271658,568.0,11
2025-09-29,M-105 (Finish),Night,71.97334756803208,217.16832511898278,801.0,16
2025-08-26,M-104 (Press),Night,75.74187659011096,218.30645652319325,774.0,15
2025-10-08,M-102 (Etch),Night,50.11205181122705,222.86521728219253,708.0,49
2025-02-01,M-105 (Finish),Night,63.6828539143,215.40230106027812,644.0,12
2025-03-09,M-105 (Finish),Night,62.78592907699833,222.5135531185436,910.0,18
2025-07-13,M-101 (Drill),Day,76.26601291967481,224.12209722664244,967.0,19
2025-10-21,M-102 (Etch),Night,75.11666477271594,218.76592251793562,881.0,61
2025-08-16,M-103 (Layer),Day,68.15361236931942,224.73378111207745,869.0,17
2025-09-19,M-105 (Finish),Night,67.32105358593007,205.87064921152927,900.0,45
2025-12-14,M-101 (Drill),Night,61.03698355761698,218.99056027749188,820.0,16
2025-03-25,M-101 (Drill),Night,47.873745459946605,220.7818865430025,942.0,18
2025-09-14,M-105 (Finish),Night,56.34922397251754,228.85128333135805,689.0,13
2025-05-19,M-101 (Drill),Day,75.32753902417437,228.92440962395096,954.0,19
2025-02-27,M-101 (Drill),Night,63.02837851367824,220.94311359579785,675.0,13
2025-06-16,M-105 (Finish),Night,61.58655120785164,220.15919522798904,793.0,15
2025-03-10,M-104 (Press),Day,63.90598769181261,207.11984593954406,708.0,35
2025-04-13,M-104 (Press),Day,56.36272635433117,222.14899483448679,999.0,19
2025-11-20,M-104 (Press),Night,54.57422457903561,217.14353604431682,549.0,10
2025-02-20,M-101 (Drill),Night,73.09893936842269,212.40634228144782,574.0,11
2025-02-07,M-101 (Drill),Day,53.397807643721976,215.73270646474356,514.0,10
2025-05-13,M-102 (Etch),Day,75.10988849409387,217.50730404878564,702.0,14
2025-08-25,M-102 (Etch),Night,50.79609474981513,217.57851863603253,567.0,39
2025-12-01,M-105 (Finish),Night,66.01817843590288,224.71746420894056,730.0,14
2025-10-09,M-104 (Press),Day,77.7690747829775,224.1521950470237,789.0,15
2025-10-03,M-104 (Press),Night,61.004171175428006,221.27887314637138,832.0,16
2025-04-24,M-103 (Layer),Day,62.08740164157104,214.15664707052926,719.0,14
2025-04-08,M-102 (Etch),Night,63.5368196865809,218.52316144944086,802.0,56
2025-09-29,M-104 (Press),Day,68.47594212024305,220.29470689373355,860.0,17
2025-06-13,M-104 (Press),Night,44.49632942906707,222.68762319648314,676.0,13
2025-06-20,M-101 (Drill),Day,67.22844835131203,224.5596913797469,1000.0,20
2025-07-19,M-102 (Etch),Day,85.50109314058952,229.60787623498865,946.0,113
2025-11-13,M-103 (Layer),Day,67.68718940600141,215.9408942281877,750.0,15
2025-06-24,M-105 (Finish),Night,71.19722151543208,218.69061034829494,899.0,17
2025-06-25,M-104 (Press),Night,79.73095803640574,220.87063804315773,996.0,19
2025-05-08,M-102 (Etch),Night,73.73580025808067,216.92528918825934,830.0,58
2025-12-08,M-101 (Drill),Day,51.351276738757505,216.9030842552166,874.0,17
2025-07-26,M-103 (Layer),Day,59.56867375633256,227.4919405280655,773.0,15
2025-06-02,M-105 (Finish),Day,74.27490965034211,217.6597486287724,995.0,19
2025-04-27,M-105 (Finish),Night,58.00133269806772,220.56649535055814,885.0,17
2025-11-29,M-104 (Press),Day,58.75340355633924,225.80125719926633,547.0,10
2025-05-06,M-103 (Layer),Day,73.39209007051136,222.8565481204152,975.0,19
2025-10-14,M-105 (Finish),Night,60.359352067431395,213.99405413340708,925.0,18
2025-04-16,M-104 (Press),Day,74.87627416237032,227.28178471550584,805.0,16
2025-10-31,M-104 (Press),Day,63.11072303253972,220.7035645640507,,17
